Word,Category,WordClass,TranslationEng,TranslationEpo,TranslationSpa,Tags,SearchTermsEng,TransNote,LexiliAsel,Hyphenation,Synonyms,Antonyms,slug_mod,OfficialWord,TranslationDeu,TranslationFra,TranslationRus,TranslationZho,TranslationHin,TranslationAra,Etymological support,
xortu,root,b,"n: shorts, short pants","s: ŝorto, pantaloneto","s: shorts, pantalones cortos",labas,,,"Englisa (shorts), Espanisa (chor, short), Fransesa (short), Rusisa (шорты “xorti”), Doycisa (Shorts), Hindi (शॉर्ट्स “xorts”), Arabisa (شُورْت “xurt”), Niponsa (ショーツ “xotsu”), Turkisa (şort), Vyetnamsa (soóc), Koreasa (쇼츠 “xocu”)",,,,,FALSE,"S: Shorts, kurze Hose",n: short,"сущ: шорты, короткие штаны",名: 短裤,"सं: हाफ़ पैंट, निक्कर",اسم: شُورْت، بَنْطَلُون قَصِير,,
xorufilya,derived,b,n: initiative,"s: iniciativo, iniciatemo",s: iniciativa,,,,xoru + -fil + -ya,,,,,FALSE,"S: Initiative, Eigeninitiative, Tatkraft",n: initiative,сущ: инициатива,"名: 倡议, 主动性","सं: पहल, पहलक़दमी",اسم: مُبَادَرَة، زِمَام مُبَادَرَة,,
xoruyen,derived,b,n: beginner,s: komencanto,s: principiante,,,,xoru + -yen,,,,,FALSE,"S: Anfänger, Einsteiger, Neuling",n: débutant,"сущ: новичок, начинающий","名: 初学者, 新手","सं: नौसिखिया, शुरुआती",اسم: مُبْتَدِئ,,
Xovinismo,derived,b,n: Chauvinism,s: ŝovinismo,s: chovinismo,politi,,,Xovin + -ismo,,,,,FALSE,S: Chauvinismus,n: chauvinisme,сущ: шовинизм,名: 沙文主义,"सं: अंधराष्ट्रवाद, शोविनिज़्म",اسم: شُوفِينِيَّة، تَعَصُّب قَوْمِيّ,,
xube,root,b,"n: branch, offshoot, phylum","s: branĉo, filumo",s: rama,plantalogi,,,"Arabisa (شُعْبَة “xuba”), Parsisa (شعبه “xobe”), Turkisa (şube)",,,,,TRUE,"S: Zweig, Ast, Stamm (_Phylum_)","n: branche, embranchement","сущ: ветвь, ответвление, тип","名: 分支, 门","सं: शाखा, डाली",اسم: فَرْع، غُصْن، شُعْبَة,,
xuhamosem,derived,b,"n: autumn, fall",s: aŭtuno,s: otoño,,,,xuha + mosem,,,,,FALSE,S: Herbst,n: automne,сущ: осень,"名: 秋天, 秋季","सं: शरद ऋतु, पतझड़",اسم: خَرِيف,,
xuji,root,b,n: finger,s: fingro,s: dedo (de la mano),jismulogi,,,"Putunhwa (手指 “shǒuzhǐ”), Niponsa (手指 “shushi”)",,,,,TRUE,S: Finger,n: doigt,сущ: палец,名: 手指,सं: उंगली,اسم: إِصْبَع,,
xupi,root,b,n: bark (_tree_),s: arboŝelo,s: corteza (de árbol),plantalogi,,,"Putunhwa (树皮 “shùpí”), Koreasa (수피 “supi”)",,,,,TRUE,"S: Baumrinde, Rinde",n: écorce (_d'arbre_),сущ: кора,名: 树皮,सं: छाल (_पेड़ की_),اسم: لِحَاء,,
xweki,root,b,n: sap,"s: sevo, planta suko",s: savia,plantalogi,,,"Putunhwa (树液 “xuye”), Koreasa (수액 “suek”), Niponsa (樹液 “jueki”)",,,,,FALSE,"S: Pflanzensaft, Baumsaft, Saft",n: sève,"сущ: сок, древесный сок","名: 树液, 汁液",सं: रस (_पौधे का_),اسم: نَسْغ، عُصَارَة نَبَاتِيَّة,,
xwexiyen,derived,b,"n: learner, pupil","s: lernanto, lernejano","s: aprendiz, alumno",,,,xwexi + -yen,,,,,FALSE,"S: Lerner, Lernender, Schüler","n: apprenant, élève","сущ: ученик, учащийся","名: 学习者, 学生","सं: शिक्षार्थी, विद्यार्थी",اسم: مُتَعَلِّم، تِلْمِيذ,,
xyombu,root,b,"n: cattail, reed, bulrush, reedmace, _Typha_",s: tifeo,"s: espadaña, totora",planta,,,"Putunhwa (香蒲 “xyangpu”), Vyetnamsa (hương bồ)",,,,,FALSE,"S: Rohrkolben, Lieschkolben","n: massette, quenouille, roseau","сущ: рогоз, камыш","名: 香蒲, 水烛",सं: पटेरा,اسم: بَرْدِيّ الذَّيْل، نَبَات القَصَب,,
yaku,root,b,"n: yak, _Bos grunniens_","s: gruntbovo, poefago",s: yak,mamoyen,,,"Englisa (yak), Indonesisa (yak), Pilipinasa (yak), Turkisa (yak), Espanisa (yac, yak), Fransesa (yack, yak), Rusisa (як “yak”), Doycisa (Jak, Yak), Hindi (याक “yak”), Niponsa (ヤク “yaku”), Koreasa (야크 “yaku”)",,,,,TRUE,"S: Yak, Grunzochse",n: yack,сущ: як,名: 牦牛,सं: याक,اسم: ثَوْر التِّبِت، يَاك,,
yamdom,derived,b,n: cafeteria,s: manĝejo,"s: cafetería, comedor",,,,yam + -dom,,,,,FALSE,"S: Cafeteria, Mensa, Kantine",n: cafétéria,"сущ: кафетерий, столовая","名: 食堂, 自助餐厅","सं: कैफ़ेटेरिया, भोजनालय",اسم: كَافِتِيرْيَا، قَاعَة طَعَام,,
yamdukan,derived,b,n: grocery store,s: nutrovarejo,"s: tienda de abarrotes, supermercado",dom,,,yam + dukan,,,,,FALSE,"S: Lebensmittelgeschäft, Lebensmittelladen, Supermarkt","n: épicerie, magasin d'alimentation","сущ: продуктовый магазин, бакалея","名: 杂货店, 食品店",सं: किराने की दुकान,اسم: بَقَّالَة، مَحَلّ بَقَالَة، سُوبَرْمَارْكِت,,
yamfilya,derived,b,n: gluttony,"s: glutemo, manĝemo","s: gula, glotonería",,,,yam + fil + -ya,,,,,FALSE,"S: Völlerei, Gefräßigkeit, Fresssucht","n: gloutonnerie, gourmandise","сущ: обжорство, чревоугодие","名: 暴食, 贪食","सं: पेटूपन, खाऊपन",اسم: شَرَاهَة، نَهَم,,
yamkalya,derived,b,n: hunger,s: malsato,s: hambre,,,,yam + -kal + -ya,,,,,FALSE,S: Hunger,n: faim,сущ: голод,"名: 饥饿, 饥",सं: भूख,اسم: جُوع,,
yamkamer,derived,b,n: dining room,"s: manĝejo, manĝoĉambro",s: comedor,,,,yam + kamer,,,,,FALSE,"S: Esszimmer, Speisezimmer",n: salle à manger,"сущ: столовая, обеденная комната","名: 餐厅, 饭厅",सं: भोजन कक्ष,اسم: غُرْفَة طَعَام، غُرْفَة السُّفْرَة,,
yamtul,derived,b,n: eating utensil,s: manĝilo,"s: cubierto, utensilio para comer","kokikamer, tul",,,yam + -tul,,,,,FALSE,"S: Essbesteck, Essgerät",n: ustensile (_de table_),сущ: столовый прибор,名: 餐具,"सं: खाने का बर्तन, खाने का सामान",اسم: أَدَاة طَعَام، أَدَاة أَكْل,,
yamxey,derived,b,n: food,s: manĝaĵo,"s: comida, alimento",,,,yam + -xey,,,,,FALSE,"S: Essen, Nahrung, Lebensmittel, Speise","n: nourriture, aliment","сущ: еда, пища","名: 食物, 食品","सं: भोजन, खाना",اسم: طَعَام، أَكْل,,
yamyen,derived,b,n: eater,s: manĝanto,s: comensal,,,,yam + -yen,,,,,FALSE,"S: Essender, Esser",n: mangeur,сущ: едок,"名: 食者, 吃东西的人",सं: खाने वाला,اسم: آكِل,,
yanmo,root,b,n: wool,s: lano,s: lana,materyal,,,"Putunhwa (羊毛 “yangmaw”), Niponsa (羊毛 “yomo”), Koreasa (양모 “yangmo”)",,,,,TRUE,S: Wolle,n: laine,сущ: шерсть,"名: 羊毛, 毛",सं: ऊन,اسم: صُوف,,
yarda,root,b,n: yard (_unit_),s: jardo,s: yarda,meterya,,,"Englisa (yard), Espanisa (yarda), Fransesa (yarde), Rusisa (ярд “yard”), Doycisa (Yard), Indonesisa (yard), Pilipinasa (yarda), Arabisa (يَارْدَة “yarda”, يَارْد “yard”), Niponsa (ヤード “yado”), Turkisa (yarda), Vyetnamsa (yard), Koreasa (야드 “yadu”), Parsisa (یارد “yârd”), Swahilisa (yadi)",,,,,TRUE,S: Yard (_Maßeinheit_),n: yard (_unité_),сущ: ярд,名: 码,सं: गज़ (_इकाई_),اسم: يَارْدَة (_وَحْدَة_),,
yasuf,root,b,"n: dragonfly, _Anisoptera_",s: libelo,s: libélula,koncun,,,"Arabisa (يَعْسُوب “yasub”), Turkisa (yusufçuk)",,,,,FALSE,S: Libelle,n: libellule,сущ: стрекоза,名: 蜻蜓,"सं: ड्रैगनफ़्लाई, व्याध-पतंग",اسم: يَعْسُوب، رَعَّاش,,
yate,root,b,n: yacht,"s: jaĥto, jakto",s: yate,calyo,,,"Englisa (yacht), Espanisa (yate), Fransesa (yacht), Rusisa (яхта “yahta”), Doycisa (Jacht), Portugalsa (iate), Italisa (yacht), Indonesisa (yacht), Pilipinasa (yate), Putunhwa (游艇 “yowting”), Hindi (याख़्ट “yaht”), Arabisa (يَخْت “yaht”), Niponsa (ヨット “yotto”), Turkisa (yat), Koreasa (요트 “yotu”), Parsisa (یات “yât”)",,,,,TRUE,"S: Jacht, Yacht",n: yacht,сущ: яхта,名: 游艇,"सं: नौका, याट",اسم: يَخْت,,
yatima,root,b,n: orphan,s: orfo,s: huérfano,person,,,"Indonesisa (yatim), Hindi (यतीम “yatim”), Arabisa (يَتِيم “yatim”), Turkisa (yetim), Parsisa (یتیم “yatim”), Swahilisa (yatima)",,,,,TRUE,"S: Waise, Waisenkind",n: orphelin,сущ: сирота,名: 孤儿,"सं: अनाथ, यतीम",اسم: يَتِيم,,
yatimadom,derived,b,n: orphanage,s: orfejo,s: orfanato,,,,yatima + -dom,,,,,FALSE,S: Waisenhaus,n: orphelinat,"сущ: детский дом, сиротский приют",名: 孤儿院,"सं: अनाथालय, यतीमख़ाना",اسم: دَار أَيْتَام، مَلْجَأ أَيْتَام,,
yawxe,root,b,n: key,s: ŝlosilo,s: llave,tul,,,"Putunhwa (钥匙 “yàoshi”), Koreasa (열쇠 “yeolsoe”), Pilipinasa (yawe)",,,,,TRUE,S: Schlüssel,"n: clé, clef",сущ: ключ,名: 钥匙,"सं: चाबी, कुंजी",اسم: مِفْتَاح,,
yaxu,root,b,"n: beast, brute","s: bestio, bruto","s: bestia, bruto",,,,"Putunhwa (野兽 “yexow”), Koreasa (야수 “yasu”), Niponsa (野獣 “yaju”), Vyetnamsa (dã thú)",,,,,FALSE,"S: Bestie, Untier, Biest","n: bête, brute","сущ: зверь, тварь","名: 野兽, 畜生","सं: पशु, जंगली जानवर",اسم: وَحْش، مَخْلُوق هَمَجِيّ,,
yen,root,b,"n: (animate) being, gal, guy, dude, bloke, personified object","s: estaĵo, estulo, ulo, personigita objekto","s: ser, ente, tipo",,,,Am oko -yen.,,bioyen,,,TRUE,"S (belebt): Wesen, Lebewesen, Kerl, Typ, vermenschlichtes Objekt","n (animé): être, personne, individu, objet personnifié","сущ: существо, создание, тип, парень","名: 生物, 家伙","सं: जीव, प्राणी",اسم (كَائِن حَيّ): مَخْلُوق، شَخْص، فَرْد، غَرَض مُشَخَّص,,
yentu,root,b,n: pharynx,s: faringo,s: faringe,jismulogi,,,"Putunhwa (咽头 “yantow”), Niponsa (咽頭 “into”), Koreasa (인두 “indu”)",,,,,TRUE,"S: Rachen, Pharynx, Schlund",n: pharynx,"сущ: глотка, зев",名: 咽,"सं: कंठ, ग्रसनी",اسم: بُلْعُوم، حَلْق,,
yesenyen,derived,b,"n: beast, savage","s: sovaĝulo, sovaĝa besto",s: salvaje,,,,yesen + -yen,,,,,FALSE,"S: Wilder, wildes Tier, Bestie","n: sauvage, brute","сущ: дикарь, зверь","名: 野蛮人, 野兽","सं: जंगली, बर्बर",اسم: هَمَجِيّ، بَرْبَرِيّ، وَحْشِيّ,,
yexim,root,b,n: jade,s: jado,s: jade,petra,,,"Arabisa (يَشْم “yaxm”), Turkisa (yeşim), Parsisa (یشم سبز “yaxm-e sabz”), Putunhwa (玉石 “yuxi”), Doycisa (Jaden)",,,,,TRUE,S: Jade,n: jade,"сущ: нефрит, жадеит","名: 玉, 翡翠","सं: जेड, हरित मणि",اسم: يَشْم، يَاقُوت أَخْضَر,,
yobu,root,b,"n: loin, small of back, lower back, lumbar (region)",s: lumbo,"s: lomo, lumbar, zona lumbar",jismulogi,,,"Putunhwa (腰部 “yawbu”), Koreasa (요부 “yobu”), Niponsa (腰部 “yobu”)",,,,,TRUE,"S: Lende, Kreuz, unterer Rücken, Lendengegend","n: reins, bas du dos, région lombaire","сущ: поясница, нижняя часть спины","名: 腰, 腰部","सं: कमर (_निचला हिस्सा_), कटि",اسم: خَصْر، أَسْفَل الظَّهْر، المِنْطَقَة القَطَنِيَّة,,
yodin,root,b,"n: iodine, _I_",s: jodo,s: yodo,kimikamon,,,"Englisa (iodine), Espanisa (yodo), Arabisa (يُود “yud”), Fransesa (iode), Rusisa (йод “yod”, иод “iod”), Indonesisa (iodin, yodium), Doycisa (Iod, Jod), Niponsa (沃素 “yoso”, ヨード “yodo”), Telugusa (అయోడిన్ “ayodin”), Turkisa (iyot), Koreasa (요오드 “yodu”, 요오듐 “yodyum”, 아이오딘 “aiodin”), Vyetnamsa (iốt, iođ), Parsisa (ید “yod”), Swahilisa (iodini), Pilipinasa (yodo, iodine)",,,,,TRUE,S: Jod,n: iode,сущ: йод,名: 碘,सं: आयोडीन,اسم: يُود,,
yoga,root,b,n: yoga,s: jogo,s: yoga,,,,"Englisa (yoga), Espanisa (yoga), Fransesa (yoga), Doycisa (Yoga), Indonesisa (yoga), Pilipinasa (yoga), Turkisa (yoga), Vyetnamsa (yoga, du già), Swahilisa (yoga), Rusisa (йога “yoga”), Putunhwa (瑜伽 “yujya”), Hindi (योग “yog”), Arabisa (يُوغَا ,يُوجَا “yuga”, يُوجَا “yuja”), Niponsa (ヨーガ “yoga”), Telugusa (యోగా “yoga”), Koreasa (요가 “yoga”), Parsisa (یوگا “yoga”)",,,,,TRUE,"S: Yoga, Joga",n: yoga,сущ: йога,名: 瑜伽,सं: योग,اسم: يُوغَا,,
yogayen,derived,b,"n: yogi, yogini",s: jogano,s: yogui,,,,yoga + -yen,,,,,FALSE,"S: Yogi, Yogini","n: yogi, yogini","сущ: йог, йогиня",名: 瑜伽修行者,"सं: योगी, योगिनी",اسم: مُمَارِس يُوغَا، يُوغِي,,
yogurtu,root,b,"n: yogurt, yoghurt, yogourt",s: jogurto,s: yogur,yamxey,,,"Englisa (yogurt), Espanisa (yogur), Fransesa (yaourt, yogourt), Rusisa (йогурт “yogurt”), Doycisa (Joghurt), Indonesisa (yoghurt), Pilipinasa (yogart), Putunhwa (优格 “yowge”), Niponsa (ヨーグルト “yoguruto”), Turkisa (yoğurt), Koreasa (요구르트 “yogurutu”), Parsisa (جغرات “jograt”)",,,,,TRUE,"S: Joghurt, Yogurt","n: yaourt, yogourt",сущ: йогурт,名: 酸奶,"सं: दही, योगर्ट",اسم: زَبَادِي، لَبَن,,
yohoyen,derived,b,"n: tempter, temptress",s: tentanto,s: tentador,,,,yoho + -yen,,,,,FALSE,"S: Verführer, Versucher, Tempter","n: tentateur, tentatrice","сущ: искуситель, искусительница, соблазнитель",名: 诱惑者,"सं: लुभावना, बहकाने वाला",اسم: مُغْرٍ، مُغْرِيَة,,
yolyufilyen,derived,b,n: worrywart,s: zorgemulo,s: preocupón,,,,yolyu + -fil + -yen,,,,,FALSE,"S: Sorgenkind, Pessimist, Schwarzseher","n: inquiet chronique, angoissé","сущ: беспокойный человек, паникёр","名: 爱操心的人, 忧虑者","सं: चिंता करने वाला, फ़िक्रमंद",اسم: قَلِق، كَثِير القَلَق,,
yonguyen,derived,b,n: user,s: uzanto,s: usuario,,,,yongu + -yen,,,,,FALSE,"S: Benutzer, Nutzer, Anwender",n: utilisateur,сущ: пользователь,"名: 用户, 使用者","सं: उपयोगकर्ता, इस्तेमाल करने वाला",اسم: مُسْتَخْدِم,,
yoni,root,b,n: ion,s: jono,s: ion,fisika,,,"Englisa (ion, ionic), Espanisa (ion, iónico), Fransesa (ion, ionique), Rusisa (ион “ion”), Doycisa (Ion), Indonesisa (ion), Pilipinasa (ion, ayon), Hindi (आयन “ayan”), Arabisa (أَيُون “ayun”)",,,,,TRUE,S: Ion,n: ion,сущ: ион,名: 离子,सं: आयन,اسم: أَيُون,,
yoran,root,b,"n: cradle, crib","s: bebolito, lulilo",s: cuna,xey,,,"Putunhwa (摇篮 “yawlan”), Koreasa (요람 “yoram”), Niponsa (揺籃 “yoran”)",,,,,FALSE,"S: Wiege, Babybett, Kinderbett",n: berceau,"сущ: колыбель, люлька, детская кроватка","名: 摇篮, 婴儿床","सं: पालना, झूला",اسم: مَهْد، سَرِير طِفْل,,
yow,root,b,n: oil,s: oleo,s: aceite,"xey, kokiarte",,,"Putunhwa (油 “yóu”), Niponsa (油 “yu”), Koreasa (유 “yu”)",,,,,TRUE,S: Öl,n: huile,сущ: масло,名: 油,सं: तेल,اسم: زَيْت,,
yoxin,root,b,n: conscience,s: konscio,s: conciencia,sofilogi,,,"Putunhwa (良心 “liángxīn”), Koreasa (양심 “yangsim”), Niponsa (良心 “ryōshin”)",,,,,TRUE,S: Gewissen,n: conscience,сущ: совесть,"名: 良心, 良知","सं: ज़मीर, अंतरात्मा",اسم: ضَمِير، وَعْي,,
yoyo,root,b,"n: yo-yo, yoyo",s: jojo,s: yoyó,yuxitul,,,"Englisa (yo-yo, yoyo), Espanisa (yo-yo, yoyó), Fransesa (yo-yo), Rusisa (йо-йо “yo-yo”), Doycisa (Jo-Jo, Yo-Yo), Indonesisa (yo-yo, yoyo), Pilipinasa (yo-yo), Hindi (योयो “yoyo”, यो-यो “yo-yo”), Tamilsa (யோ-யோ “yo-yo”), Arabisa (يُويُو “yuyu”), Parsisa (یویو “yoyo”), Turkisa (yo-yo), Putunhwa (溜溜球 “lyowlyowqyow”), Koreasa (요요 “yoyo”), Niponsa (ヨーヨー “yoyo”), Vyetnamsa (yo-yo, yo yo)",,,,,FALSE,"S: Jo-Jo, Yo-Yo",n: yo-yo,сущ: йо-йо,"名: 悠悠球, 溜溜球",सं: यो-यो,اسم: يُو يُو,,
yugo,root,b,n: yoke,s: jugo,s: yugo,tul,,,"Englisa (yoke), Espanisa (yugo), Fransesa (joug), Rusisa (иго “igo”), Doycisa (Joch), Parsisa (یوغ “yug”)",,,,,TRUE,S: Joch,n: joug,"сущ: ярмо, иго","名: 轭, 牛轭","सं: जुआ, धुरा",اسم: نِير، نَيْر,,
yulaf,root,b,"n: oat, _Avena_",s: aveno,s: avena,danyam,,,"Turkisa (yulaf), Parsisa (یولاف “yulaf”)",,,,,TRUE,S: Hafer,n: avoine,сущ: овёс,名: 燕麦,सं: जई,اسم: شُوفَان,Arabisa (عَلَف “alaf” - yamxey tas hewan),
