Word	Category	WordClass	TranslationEng	SearchTermsEng	StatusEng	TranslationEpo	TranslationSpa	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	LexiliEstatus	TranslationFra	TranslationRus	TranslationZho
poskoberi	derived	n/f.oj	_**n/v.tr**_ uncover, reveal			malkovro; malkovri							pos- + koberi				
poslifti	derived	n/f.oj	_**n/v.tr**_ lower			mallevo; mallevi							pos- + lifti				
posmasku	derived	n/f.oj	_**n/v.tr**_ unmask		reviewed	senmaskiĝo; malmaski, senmaskiĝi							pos- + masku	leferesmi			
posnaturali	derived	t	_**adj/adv**_ artificial, artificially		reviewed	malnatura; malnature							pos- + natura + -li	leferesmi			
pospel	derived	n/f.oro.a	_**n/v.ambi.a**_ pull		reviewed	tiro; tiri, malpeli, malpuŝi							pos- + pel	leferesmi			
possahay	derived	n/f.oj	_**n/v.tr**_ hinder		reviewed	malhelpo; malhelpi							pos- + sahay	leferesmi			
possim	derived	t	dissimilar, different			malsimila; malsimile							pos- + sim				
possukses	derived	n/f.nenoj	_**n**_ failure; _**v.intr**_ fail		reviewed	malsukceso; malsukcesi							pos- + sukses	leferesmi			
posswikara	derived	n/f.oj	_**n**_ refusal, rejection; _**v.tr**_ decline, refuse, reject		reviewed	rifuzo; rifuzi							pos- + swikara	leferesmi			
postriunfa	derived	n/f.oro.a	_**n**_ defeat, loss; _**v.ambi.a**_ lose		reviewed	malvenko; malvenki							pos- + triunfa	leferesmi			
posxwexi	derived	n/f.oj	_**n/v.tr**_ unlearn		reviewed	mallernado; mallerni							pos- + xwexi	leferesmi			
posyesen	derived	t	_**adj/adv**_ tame		reviewed	malsovaĝa; malsovaĝe							pos- + yesen	leferesmi			
posyesengi	derived	n/f.oj	_**n/v.tr**_ tame		reviewed	malsovaĝigo; malsovaĝigi	domar						pos- + yesen + -gi	leferesmi			
posyukwe	derived	t	_**adj/adv**_ unpleasant, displeasing			malplaĉa, malagrabla; malplaĉe, malagrable							pos- + yukwe				
pratikali	derived	t	_**adj/adv**_  practical, practically		reviewed	praktika; praktike	práctico						pratika + -li	leferesmi			
preata	derived	n/f.nenoj	_**n**_ arrival; _**v.intr**_ arrive		reviewed	alveno; alveni							pre- + ata	leferesmi			
precu	derived	n/f.nenoj	_**n/v.intr**_ appear		reviewed	apero; aperi	aparición; aparecer			awcu			pre + -cu	leferesmi			
preferido	derived	t	_**adj/adv**_  favorite		reviewed	ŝatata, perferata; ŝatate, preferate	favorito						preferi + -do	leferesmi			
prehay	derived	n/f.nenoj	_**n/v.intr**_ here is, here you go, there you go, here you are, there you are			estas, jen, jen por vi							pre- + hay				
preporta	derived	n/f.oj	_**n/v.tr**_ bring, take		reviewed	kunpreno; kunpreni	traer						pre- + porta	leferesmi			
presen	derived	n/f.nenoj	_**n/v.intr**_ be here, be present			ĉeesto; ĉeesti, esti ĉie ti							pre- + sen				
presentiya	derived	n/f.oj	_**n**_ presence, attendance; _**v.tr**_ witness, attend, be present at 		reviewed	ĉeesto; vidi, ĉeesti, esti ĉe							presenti + -ya	leferesmi			
presentiyen	derived	n	_**n**_ witness (_one who witnesses_)			atestanto (_iu, kiu vidas_), vidinto, ĉeestanto							presenti + -yen				
presidiyen	derived	n	_**n**_  president		reviewed	prezidanto, prezidento	presidente					politi	presidi + -yen	leferesmi			
printitora	derived	n	_**n**_ printer			presilo, printilo							printi + tora				
privatoya	derived	n	_**n**_ privacy		reviewed	privateco							privato + -ya	leferesmi			
problemapul	derived	t	_**adj/adv**_ problematic			problema; probleme							problema + -pul				
profesili	derived	t	_**adj/adv**_  professional		reviewed	profesia; profesie	profesional						profesi + -li	leferesmi			
proli	derived	t	_**adj/adv**_ favoring		reviewed	favora; favore							pro + -li	leferesmi			
propul	derived	t	_**adj/adv**_ favorable		reviewed	favora; favore							pro + -pul	leferesmi			
proya	derived	n/f.oj	_**v.tr**_ be for, be in favor (of)​		reviewed	favoro; favori							pro + -ya	leferesmi			
pulgi	derived	n/f.oj	_**n/v.tr**_ fill (up)			plenigo; plenigi							pul + -gi				
putojusu	derived	n	_**n**_ grape juice		reviewed	vinbersuko							puto + jusu	leferesmi			
pyanoyen	derived	n	_**n**_ pianist, piano player		reviewed	pianisto							pyano + -yen	leferesmi			
radyagrafi	derived	n	_**n**_ x-ray image		reviewed	radiografaĵo							radya + -grafi	leferesmi			
radyofon	derived	n	_**n**_  radio (transmitter)		reviewed	radiosendilo, radio	radio (_dispositivo_)						radyo + -fon	leferesmi			
rahatugi	derived	n/f.oj	_**n/v.tr**_ (cause to) rest, (make) rest		reviewed	paŭzigo; paŭzigi							rahatu + -gi	leferesmi			
rapuyen	derived	n	_**n**_ rapper			repisto							rapu + -yen				
rasaismo	derived	n	_**n**_  racism		reviewed	rasismo	racismo						rasa + -ismo	leferesmi			
rasaista	derived	n	_**n**_  racist		reviewed	rasisto	racista						rasa + -ista	leferesmi			
rasali 	derived	t	_**adj/adv**_ racial, racially		reviewed	rasa; rase							rasa + -li	leferesmi			
rasonali	derived	t	_**adj/adv**_  rational, rationally		reviewed	racia, racionala; racie, racionale	racional						rasona + -li	leferesmi			
rasonapul 	derived	t	_**adj/adv**_ reasonable		reviewed	racia, laŭrezona; racie, laŭrezone							rasona + -pul	leferesmi			
realcu	derived	n/f.nenoj	_**n**_ realization; _**v.intr**_ realize, become real		reviewed	realiĝo; realiĝi							real + -cu	leferesmi			
realgi	derived	n/f.oj	_**n**_ realization; _**v.tr**_ realize, make real		reviewed	realigo; realigi							real + -gi	leferesmi			
realgido	derived	t	_**adj/adv**_ realized, made real		reviewed	realigita; realigite							real + -gi + -do	leferesmi			
realsim	derived	t	_**adj/adv**_ realistic		reviewed	realeca; realece							real + -sim	leferesmi			
realya	derived	n	_**n**_  reality		reviewed	realeco, realo	realidad						real + -ya	leferesmi			
reguladoku	derived	n	_**n**_ charter		reviewed	ĉarto							regula + -doku	leferesmi			
regulapul	derived	t	_**adj/adv**_ regular		reviewed	regula; regule							regula + -pul	leferesmi			
relativomo	derived	m	_**adv**_ relatively, quite, rather, fairly, pretty			relative							relativo + -mo				
rensu	derived	su s	_**poss adj**_ one’s		reviewed	onia	de uno						ren + -su	leferesmi			
restado	derived	t	_**adj/adv**_ left (behind), remaining, (the) rest of	left, left behind, rest, the rest of, rest of		restigita, cetera; restigite, cetere							resta + -do				
restane	derived	t	_**adj/adv**_  remaining		reviewed	restanta, cetera; restante, cetere	restante						resta + -ne	leferesmi			
retilyen	derived	n	_**n**_ reptile			rampulo, rampaĵo, reptilio						hewan	retil + -yen				
riadres	derived	n/f.oj	_**n/v.tr**_ forward (_mail_)		reviewed	plusendo; plusendi	enviar, remitir						ri- + adres	leferesmi			
ricu	derived	n/f.nenoj	_**n/v.intr**_ repeat		reviewed	ripetiĝo; ripetiĝi	repetir						ri- + -cu	leferesmi			
ridoxo	derived	n/f.oj	_**n/v.tr**_ reread		reviewed	relego; relegi							ri- + doxo	leferesmi			
rieskri	derived	n/f.oj	_**n/v.tr**_ rewrite		reviewed	reskribo; reskribi							ri- + eskri	leferesmi			
rigi	derived	n/f.oj	_**n/v.tr**_ repeat		reviewed	ripeto; ripeti	repetir						ri- + -gi	leferesmi			
rioko	derived	n/f.oj	_**n/v.tr**_ see again, meet again		reviewed	revido; revidi							ri- + oko	leferesmi			
ripul	derived	t	_**adj/adv**_  again		reviewed	denova; denove, ree	otra vez, de nuevo						ri- + -pul	leferesmi			
risehacu	derived	n/f.nenoj	_**n/v.intr**_ recover, get well again		reviewed	resaniĝo; resaniĝi							ri- + seha + -cu	leferesmi			
rolyen	derived	n	_**n**_ participant			partoprenanto							rol + -yen				
rosopanda	derived	n	red panda, lesser panda, panda, _Ailuridae_			ruĝa pando, malgranda pando	panda rojo, panda menor		lilpanda, panda				roso + panda				
ruaksyon	derived	n/f.nenoj	_**n**_  reaction; _**v.intr**_ react		reviewed	reago, reakcio; reagi, reakcii	reacción; reaccionar						ru- + aksyon	leferesmi			
ruata	derived	n/f.nenoj	_**n/v.intr**_ return, come back		reviewed	reveno; reveni	regreso, vuelta; regresar, volver						ru- + ata	leferesmi			
rucudu	derived	n/f.oj	_**n/v.tr**_ take back		reviewed	repreno; repreni							ru- + cudu	leferesmi			
rugibe	derived	n/f.oj	_**n/v.tr**_ return, give back		reviewed	redono; redoni	devolver						ru- + gibe	leferesmi			
ruidi	derived	n/f.nenoj	_**n/v.intr**_ return, go back		reviewed	reiro; reiri	regreso, vuelta; regresar, volver						ru- + idi	leferesmi			
rujiwa	derived	n/f.nenoj	_**n**_ resurrection, resuscitation, revival; _**v.intr**_ revive, resurrect, resuscitate			reviviĝo, resurekto; reviviĝi, resurekti							ru- + jiwa				
rukebao	derived	n	_**n**_  backpack		reviewed	dorsosako, tornistro	mochila						ruke + bao	leferesmi			
rukone	derived	n/f.oj	_**n**_ recognition; _**v.tr**_ recognize (_identify_) 		reviewed	rekono; rekoni							ru- + kone	leferesmi			
Rumanili	derived	t	_**adj/adv**_  Romanian		reviewed	rumana	rumano						Romani + -li	leferesmi			
Rumanisa	derived	n	_**n**_  Romanian (language)		reviewed	la rumana (lingvo)	idioma rumano					basa	Romani + -sa	leferesmi			
Rumaniyen	derived	n	_**n**_  Romanian		reviewed	rumano	persona rumana						Romani + -yen	leferesmi			
ruoko	derived	n/f.oj	_**n/v.tr**_ look back		reviewed	rerigardo; reigardi, rigardi (reen), rigardi (malantaŭen)							ru- + oko	leferesmi			
rupaya	derived	n/f.oj	_**n**_ repayment; _**v.tr**_ repay		reviewed	repago; repagi							ru- + paya	leferesmi			
rupel	derived	n/f.oj	_**n/v.tr**_ push back		reviewed	repelo, repuŝo; repeli, repuŝi							ru- + pel	leferesmi			
Rusili	derived	t	_**adj/adv**_  Russian		reviewed	rusa	ruso						Rusi + -li	leferesmi			
Rusisa	derived	n	_**n**_  Russian (language)		reviewed	la rusa (lingvo)	idioma ruso					basa	Rusi + -sa	leferesmi			
Rusiyen	derived	n	_**n**_  Russian		reviewed	ruso	ruso						Rusi + -yen	leferesmi			
rusoti	derived	n	_**n**_ echo			eĥo, ekoo							ru- + soti				
ruwoju	derived	n/f.oj	_**n/v.tr**_ support (_from behind or metaphorically_), back (up)		reviewed	apogo; apogi							ru- + woju	leferesmi			
sabarya	derived	n	_**n**_ patience		reviewed	pacienco							sabar + -ya	leferesmi			
sabedes	derived	num	_**num**_ seventy		reviewed	sepdek							sabe + des	leferesmi			
sabedesyum	derived	t	_**adj/adv**_ seventieth		reviewed	septdeka							sabe + des + -yum	leferesmi			
sabedin	derived	n	_**n**_  week		reviewed	semajno	semana						sabe + -din	leferesmi			
sabegon	derived	n	_**n**_ heptagon, septagon		reviewed	sepangulo, seplatero							sabe + gon	leferesmi			
sabeple	derived	t	_**adj/adv**_ septuple, sevenfold		reviewed	sepobla; sepoble							sabe + -ple	leferesmi			
sabeyum	derived	t	_**adj/adv**_  seventh		reviewed	sepa; sepe	séptimo						sabe + -yum	leferesmi			
sabunkaxa	derived	n	_**n**_ soap-dish		reviewed	sapejo							sabun + -kaxa	leferesmi			
sabunli bulbula	derived	n	_**n**_ soap bubble		reviewed	sapveziko, sapobobelo							sabun + -li, bulbula	leferesmi			
sabunpul	derived	t	_**adj/adv**_ soapy		reviewed	sapa; sape							sabun + -pul	leferesmi			
sabziyow	derived	n	_**n**_ vegetable oil		reviewed	vegetaĵa oleo, legoma oleo	aceite vegetal						sabzi + yow	leferesmi			
safegi	derived	n/f.oj	_**n/v.tr**_ clean		reviewed	purigo; purigi							safe + -gi	leferesmi			
safeya	derived	n	_**n**_ cleanliness			pureco							safe + -ya				
sahaybasa	derived	n	_**n**_ auxiliary language, auxlang		reviewed	helplingvo			planibasa				sahay + basa	leferesmi			
sahayli	derived	t	auxiliary			helpa; helpe							sahay + -li				
sahigi	derived	n/f.oj	_**n**_  correction, correcting; _**v.tr**_ correct		reviewed	korektado, ĝustigado; korekti, ĝustigi	corrección; corregir						sahi + -gi	leferesmi			
sahigili	derived	t	_**adj/adv**_  corrective		reviewed	korekta, ĝustiga; korekte, ĝustige	correctivo						sahi + -gi + -li	leferesmi			
sahimoni	derived	n/f.oro.a	_**n/v.ambi.a**_ proofread			provlego; provlegi							sahi + moni				
sahixey	derived	n	_**n**_  correction		reviewed	ĝustaĵo	corrección						sahi + -xey	leferesmi			
sahiya	derived	n/f.nenoj	_**n**_  correctness; _**v.intr**_ be right, be in the right	correctness, right, be right, be in the right, in the right	reviewed	ĝusteco, praveco	exactitud; ser correcto, tener razón						sahi + -ya	leferesmi			
sahnidom	derived	n	_**n**_ set, stage			scenejo							sahni + -dom				
Sakartwelosa	derived	n	_**n**_ Georgian (language)		reviewed	la kartvela (lingvo)	idioma georgiano					basa	Sakartwelo + -sa	leferesmi			
Sakartweloyen	derived	n	_**n**_ Georgian (person)		reviewed	kartvelo	persona georgiana						Sakartwelo + -yen	leferesmi			
sakateya	derived	n	_**n**_ hardness, stiffness, rigidity		reviewed	malmoleco	dureza, rigidez						sakate + -ya	leferesmi			
samaete	derived	pn	the same ones			la samaj							sama + ete				
samaijen	derived	n/f.oj	_**n**_ agreement (_same opinion_); _**v.tr**_ agree			samopinio; samopinii							sama + ijen 				
samajensifil	derived	t	_**adj/adv**_  homosexual, gay, lesbian		reviewed	samseksema; samsekseme	homosexual						sama + jensi + -fil	leferesmi			
samajensifilya	derived	n	_**n**_ homosexuality			samseksemo							sama + jensi + -fil + -ya				
samakwanti 	derived	d	_**det**_ the same quantity (of), the same amount (of)		reviewed	sama kvanto (da)	misma cantidad (de)						sama + kwanti	leferesmi			
samaloka	derived	m	_**adv**_ in the same place		reviewed	samloke	en el mismo lugar						sama + loka	leferesmi			
samamaner	derived	m	_**adv**_ by the same manner, in the same manner		reviewed	sammaniere	de la misma manera						sama + maner	leferesmi			
samamenalexi	derived	n	_**n**_ synonym		reviewed	sinonimo, samsignifaĵo						gramati	sama + mena + -lexi	leferesmi			
samamo	derived	m	_**adv**_ in the same way, to the same degree		reviewed	same	de la misma manera, al mismo grado						sama + -mo	leferesmi			
samanumer 	derived	d	_**det**_ the same number (of)		reviewed	la sama nombro (de)	mismo número (de)						sama + numer	leferesmi			
samaoto	derived	pn	the same things			samoj, la samaj (aferoj)							sama + oto				
samapul	derived	t	_**adj/adv**_  the same kind of, the same way, in the same way		reviewed	sama tipo (de)	de la misma manera						sama + -pul	leferesmi			
samaseba	derived	m	_**adv**_ for the same reason		reviewed	pro sama kialo	por la misma razón						sama + seba	leferesmi			
samasu	derived	su s	_**adj**_ the same person's		reviewed	de sama persono	de la misma persona						sama + -su	leferesmi			
samate	derived	pn	_**pron**_ (the) same one		reviewed	samulo, la sama (persono)	mismo, misma persona						sama + te	leferesmi			
samato	derived	pn	_**pron**_ (the) same thing		reviewed	samo, la sama (afero)	lo mismo						sama + to	leferesmi			
samawatu	derived	m	_**adv**_ at the same time 		reviewed	samtempe	al mismo tiempo						sama + watu	leferesmi			
Samoali	derived	t	_**adj/adv**_ Samoan		reviewed	samoa	samoano						Samoa + -li	leferesmi			
Samoasa	derived	n	_**n**_ Samoan (language)		reviewed	la samoa (lingvo)	idioma samoano					basa	Samoa + -sa	leferesmi			
Samoayen	derived	n	_**n**_ Samoan (person)		reviewed	samoano	persona samoana						Samoa + -yen	leferesmi			
sangucu	derived	n/f.nenoj	_**n/v.intr**_ hide, go into hiding		reviewed	kaŝiĝo; kaŝiĝi, kaŝi sin	esconderse						sangu + -cu	leferesmi			
sangudo	derived	t	_**adj/adv**_  hidden		reviewed	kaŝita; kaŝite	escondido						sangu + -do	leferesmi	caché		
Santo Biskopodom	derived	n	_**n**_ Holy See		reviewed	Apostola Seĝo, Sankta Seĝo	Santa Sede					dexa	santo, biskopo + -dom	leferesmi			
Santo Papa	derived	n	pope			papo	papa						santo + papa				
santogi	derived	n/f.oj	_**n/v.tr**_ sanctify, hallow, make holy, make sacred		reviewed	sanktigo; sanktigi	santificar						santo + -gi	leferesmi			
santoyen	derived	n	_**n**_  saint		reviewed	sanktulo	santo						santo + -yen	leferesmi			
sapatudukan	derived	n	_**n**_  shoe store		reviewed	ŝuvendejo, ŝubutiko	tienda de zapatos						sapatu + -dukan	leferesmi			
sarpenmahi	derived	n	_**n**_ eel, _Anguilliformes_		reviewed	angilo	anguila					hewan	sarpen + mahi	leferesmi	anguille		
satiya	derived	n	_**n**_  truth		reviewed	vero, vereco	verdad						sati + -ya	leferesmi			
satumeter	derived	n	_**n**_ clock, watch		reviewed	horloĝo, brakhorloĝo	reloj						satu + -meter	leferesmi			
Sawdili	derived	t	_**adj/adv**_ Saudi, Saudi Arabian		reviewed	saŭda, saŭd-araba	saudí, de Arabia Saudita						Sawdi + -li	leferesmi			
Sawdiyen	derived	n	_**n**_ Saudi, Saudi Arabian		reviewed	saŭdo, saŭdulo, Saŭda Arabo	persona saudí						Sawdi + -yen	leferesmi			
sealimdo	derived	t	_**adj/adv**_ self-taught		reviewed	meminstruita; meminstruite	autodidacto						se- + alim + -do	leferesmi			
seanalisi	derived	n/f.nenoj	_**n**_ self-analysis; _**v.intr**_ self analyze		reviewed	memanalizo; memanlizi							se- + analisi	leferesmi			
sebakal	derived	t	_**adj/adv**_  without reason, arbitrary		reviewed	senkiala, senkaŭza, senmotiva; senkiale, senkaŭze, senmotive	sin razón, arbitrario						seba + -kal	leferesmi			
sebawe	derived	n/f.nenoj	_**n/v.intr**_ self-defence, self-defense		reviewed	memdefendo; memdefendi							se- + bawe	leferesmi			
sehacu	derived	n/f.nenoj	_**n/v.intr**_ get healthy, become healthy		reviewed	saniĝo; saniĝi	ponerse sano						seha + -cu	leferesmi			
sehagi	derived	n/f.oj	_**n/v.tr**_ heal, cure			sanigo; sanigi							seha + -gi				
sehaya	derived	n	_**n**_  health		reviewed	sano, saneco	salud						seha + -ya	leferesmi			
sekrasine	derived	t	autonomous, self-governing		reviewed	memreganta, aŭtonoma; memregante, aŭtonome	autogobernado						se + krasi + -ne	leferesmi			
sekretaridom	derived	n	_**n**_ secretary, secretariat			sekretariejo							sekretar + -dom				
seksobawlu	derived	n/f.oj	_**n/v.tr**_ rape		reviewed	seksperforto, seksatenco; seksperforti, seksatenci							sekso + bawlu	leferesmi			
seksofilya	derived	n	_**n**_ libido, sex drive			libido							sekso + -fil + -ya				
seksoli	derived	t	_**adj/adv**_  sexual		reviewed	seksuma; seksume	sexual						sekso + -li	leferesmi			
seksomalfilya	derived	n	_**n**_ lust (_sin_)			volupto (_peko_)							sekso + mal- + -fil + -ya				
seksopel	derived	n	_**n**_ lust, sex drive			libido, volupto							sekso + -pel				
seksopeldo	derived	t	_**adj/adv**_ horny, lustful			voluptema; volupteme							sekso + -peldo				
seletifil	derived	t	_**adj/adv**_  selective		reviewed	elektema, selektema; elekteme, selekteme	selectivo						seleti + -fil	leferesmi			
seli	derived	t	_**adj**_ itself		reviewed	mem	mismo, yo, auto-						se + -li	leferesmi			
